word,행복,기쁨,혐오,슬픔,분노
중국어,45.45454545454547,0.0,0.0,54.545454545454554,0.0
힐링,52.130325814536334,24.06015037593985,0.0,14.703425229741022,9.10609857978279
급,15.916955017301039,6.228373702422145,20.761245674740483,32.52595155709342,24.567474048442904
선물,41.74508126603935,46.19332763045338,2.5662959794696323,7.014542343883662,2.4807527801539777
멋지게,9.30232558139535,41.860465116279066,34.883720930232556,13.953488372093023,0.0
기,24.474187380497135,24.091778202676863,5.736137667304016,22.562141491395792,23.135755258126196
학원,31.37254901960784,11.76470588235294,19.607843137254903,7.84313725490196,29.411764705882348
고마운,72.72727272727273,0.0,0.0,27.27272727272727,0.0
샘,5.741626794258373,17.22488038277512,57.416267942583744,11.483253588516746,8.133971291866029
시간,31.25,20.312499999999996,2.6041666666666665,25.752314814814813,20.08101851851852
때,16.07310215557638,14.339268978444236,17.66635426429241,26.897844423617617,25.023430178069354
가득하길,82.3529411764706,17.647058823529413,0.0,0.0,0.0
기도,9.91857883049593,59.95558845299777,15.544041450777204,12.13915618060696,2.4426350851221317
노,9.965635738831615,15.463917525773196,46.735395189003434,2.0618556701030926,25.773195876288664
부부,38.41059602649007,43.708609271523194,0.0,5.298013245033113,12.582781456953644
당신,18.05392731535756,18.991793669402107,18.835482610394685,28.839390386869873,15.279406017975768
행복해졌으면,100.0,0.0,0.0,0.0,0.0
마음속,32.32323232323232,18.18181818181818,0.0,24.24242424242424,25.25252525252525
아름다운,29.85729967069154,47.42041712403951,3.2930845225027436,16.684961580680568,2.74423710208562
길,15.019326339039202,20.872446162341245,4.969630038652677,49.80673660960795,9.331860850358916
감각,22.499999999999996,22.499999999999996,0.0,44.99999999999999,10.0
다리,22.59887005649718,10.16949152542373,16.949152542372882,20.33898305084746,29.943502824858765
행복한,70.27636773829667,27.411167512690355,0.0,1.3536379018612519,0.9588268471517203
맑은,49.05660377358491,16.9811320754717,0.0,33.9622641509434,0.0
좋겠다,18.647166361974406,16.453382084095065,38.391224862888485,17.184643510054844,9.323583180987203
고향,27.884615384615387,34.61538461538461,0.0,33.65384615384615,3.8461538461538463
경북,40.0,0.0,0.0,43.63636363636363,16.363636363636363
회복,14.814814814814813,60.0,0.0,8.888888888888888,16.296296296296298
지협,100.0,0.0,0.0,0.0,0.0
의회,10.81081081081081,0.0,81.08108108108108,0.0,8.108108108108109
재능,40.74074074074074,0.0,0.0,44.444444444444436,14.814814814814813
인연,31.60377358490566,38.20754716981132,0.0,30.18867924528302,0.0
완벽,22.727272727272734,0.0,34.09090909090909,13.636363636363638,29.545454545454547
나,20.4020402040204,17.82178217821782,6.78067806780678,30.903090309030894,24.09240924092409
불행,44.354838709677416,7.258064516129033,0.0,28.225806451612907,20.161290322580648
사랑,35.89280880627989,30.695660019850223,2.995578814400434,26.202291798249572,4.213660561219887
가지,18.773946360153257,12.068965517241379,37.547892720306514,12.260536398467433,19.34865900383142
어르신,44.99999999999999,44.99999999999999,0.0,0.0,10.0
미용,32.6530612244898,55.102040816326536,0.0,12.244897959183673,0.0
신천지,19.23076923076923,65.76923076923077,0.0,13.461538461538462,1.5384615384615383
자신,18.458610846812558,8.563273073263558,37.29781160799239,19.98097050428164,15.699333967649858
위안,13.25966850828729,39.77900552486188,16.574585635359114,25.414364640883974,4.972375690607735
있는,19.708588957055213,17.94478527607362,23.082822085889568,20.168711656441715,19.095092024539873
자원봉사,37.14285714285714,51.42857142857142,0.0,0.0,11.428571428571429
물,15.89648798521257,6.654343807763402,22.181146025878007,25.87800369685767,29.390018484288355
노부,100.0,0.0,0.0,0.0,0.0
부의,100.0,0.0,0.0,0.0,0.0
순수,25.974025974025977,23.376623376623378,19.480519480519483,15.584415584415584,15.584415584415584
봉사활동,100.0,0.0,0.0,0.0,0.0
것,16.70110611401483,20.785219399538107,23.799683967424336,18.50006077549532,20.213929743527412
입니다,19.630071599045348,28.997613365155132,26.96897374701671,13.961813842482105,10.44152744630072
해답,100.0,0.0,0.0,0.0,0.0
나들이,77.19298245614036,15.789473684210526,0.0,0.0,7.017543859649122
케,8.823529411764705,13.235294117647056,0.0,17.64705882352941,60.29411764705882
김장,100.0,0.0,0.0,0.0,0.0
행복합니다,65.71428571428572,12.85714285714286,21.42857142857143,0.0,0.0
드림,46.55172413793103,46.55172413793103,0.0,0.0,6.896551724137931
실버,100.0,0.0,0.0,0.0,0.0
타운,100.0,0.0,0.0,0.0,0.0
욕심,37.03703703703704,11.111111111111112,0.0,22.222222222222225,29.629629629629626
등,11.3345521023766,19.74405850091408,35.831809872029254,11.700182815356492,21.38939670932358
생애,42.307692307692314,34.61538461538461,0.0,23.076923076923077,0.0
실시,40.0,36.0,0.0,23.999999999999996,0.0
다양한,26.05633802816902,50.70422535211267,10.563380281690142,4.225352112676056,8.450704225352112
재능기부,18.181818181818183,81.81818181818181,0.0,0.0,0.0
위,23.468208092485547,19.76878612716763,31.329479768786122,13.52601156069364,11.907514450867051
실향민,100.0,0.0,0.0,0.0,0.0
해변,38.57142857142858,0.0,0.0,17.14285714285714,44.28571428571429
점프,25.000000000000007,32.142857142857146,0.0,42.85714285714286,0.0
재미있다,100.0,0.0,0.0,0.0,0.0
한국,23.1016731016731,11.003861003861005,40.73359073359073,10.553410553410554,14.607464607464603
의,16.380952380952383,28.285714285714285,27.23809523809524,12.85714285714286,15.238095238095239
독일,16.356877323420075,0.0,66.91449814126393,4.4609665427509295,12.267657992565056
여자,16.925549009105517,11.56936261381896,38.67166577396893,17.568291376539904,15.265131226566684
티나,19.04761904761905,42.85714285714286,0.0,0.0,38.0952380952381
비키니,22.22222222222222,40.0,0.0,0.0,37.77777777777778
관광객,100.0,0.0,0.0,0.0,0.0
책,21.542227662178707,17.62545899632803,11.015911872705018,32.92533659730722,16.891064871481028
먹방,71.31782945736434,9.30232558139535,7.751937984496124,3.10077519379845,8.527131782945736
구경,42.02898550724638,13.043478260869568,0.0,26.086956521739136,18.84057971014493
음식,41.91616766467066,21.55688622754491,17.964071856287426,8.682634730538922,9.880239520958083
이,14.498864742134282,17.807330522218617,30.295167045085954,14.82322413233863,22.575413558222508
봄,40.0,25.71428571428571,3.061224489795918,21.42857142857143,9.795918367346937
스타,46.72615307276612,21.264295588789743,1.8851325876586649,19.85672992333794,10.267688827447529
생일,56.7755757900375,29.887520085698988,0.0,10.712372790573113,2.6245313336904124
고마워,52.94705294705295,34.16583416583417,2.997002997002997,8.191808191808194,1.6983016983016983
청송,10.0,89.99999999999999,0.0,0.0,0.0
예쁘다,87.14285714285714,12.857142857142856,0.0,0.0,0.0
날씨,39.51020408163266,24.979591836734695,2.4489795918367347,13.387755102040819,19.673469387755105
서강대,100.0,0.0,0.0,0.0,0.0
있음,14.723926380368098,0.0,0.0,50.30674846625768,34.96932515337423
스타크,55.55555555555556,0.0,0.0,0.0,44.44444444444445
램,39.34426229508197,29.508196721311474,0.0,9.836065573770492,21.311475409836067
스타일,50.381679389312986,20.610687022900766,0.0,0.0,29.007633587786263
휴가,48.163265306122454,18.367346938775512,0.0,26.122448979591837,7.346938775510205
얌,100.0,0.0,0.0,0.0,0.0
자연,34.137291280148425,46.753246753246756,0.0,12.987012987012989,6.122448979591837
대박,37.54789272030651,27.586206896551722,5.747126436781609,18.007662835249043,11.111111111111109
맛있다,78.51458885941645,4.774535809018567,0.0,12.20159151193634,4.509283819628647
집,26.069730586370838,28.52614896988906,5.942947702060222,16.71949286846276,22.741679873217116
과자,29.743589743589745,9.23076923076923,0.0,48.205128205128204,12.820512820512823
굿밤,45.45454545454547,20.454545454545457,0.0,13.636363636363638,20.454545454545457
행운,62.24899598393575,28.915662650602407,0.0,7.228915662650602,1.6064257028112452
나무숲,57.14285714285714,0.0,0.0,0.0,42.85714285714286
광주,30.69053708439898,9.207161125319692,38.363171355498714,9.207161125319692,12.531969309462914
토요일,38.36734693877551,29.387755102040813,0.0,21.632653061224488,10.612244897959183
한복,59.70149253731344,26.865671641791046,0.0,13.432835820895523,0.0
친구,43.02812687013765,29.622980251346505,6.28366247755835,15.739078396169958,5.326152004787552
모집,47.76119402985074,26.865671641791046,0.0,0.0,25.37313432835821
피자,31.1614730878187,35.69405099150142,16.997167138810198,6.7988668555240785,9.34844192634561
학교,15.602836879432624,21.276595744680847,42.710795902285255,11.9779353821907,8.43183609141056
자유,11.716171617161717,16.33663366336634,57.095709570957084,4.785478547854785,10.066006600660065
인생,28.35570469798657,25.671140939597308,3.7751677852348986,32.38255033557047,9.815436241610737
생일케이크,100.0,0.0,0.0,0.0,0.0
여름,40.5940594059406,28.960396039603964,0.0,17.32673267326733,13.118811881188119
수영,56.86274509803921,35.294117647058826,0.0,0.0,7.843137254901962
광화문,23.21428571428571,0.0,0.0,41.07142857142857,35.714285714285715
교환학생,100.0,0.0,0.0,0.0,0.0
패션,31.809145129224646,25.04970178926441,35.78528827037773,2.3856858846918483,4.970178926441352
커피,49.46808510638298,9.574468085106384,0.0,17.021276595744684,23.93617021276596
담양,53.84615384615385,0.0,0.0,46.15384615384615,0.0
주왕산,100.0,0.0,0.0,0.0,0.0
여행,64.90825688073394,21.3302752293578,0.0,8.486238532110093,5.275229357798165
케이크,62.676056338028175,31.690140845070424,0.0,0.0,5.633802816901409
전주,38.36734693877551,29.387755102040813,0.0,28.57142857142857,3.6734693877551017
서울,39.0625,29.8828125,2.9296875,14.84375,13.28125
신발,26.582278481012654,45.56962025316455,0.0,0.0,27.848101265822784
벚꽃,71.02040816326532,0.0,12.244897959183675,9.795918367346939,6.938775510204083
올림픽,19.35483870967742,38.70967741935484,16.12903225806452,0.0,25.806451612903224
공원,70.58823529411764,5.572755417956656,0.0,11.145510835913312,12.693498452012383
행복하게,73.65591397849461,9.677419354838708,8.064516129032258,6.451612903225805,2.150537634408602
바로,33.56164383561644,18.493150684931507,15.41095890410959,9.931506849315069,22.602739726027398
아름답다,52.49999999999999,22.499999999999996,0.0,15.0,10.0
별,22.127659574468083,22.97872340425532,6.382978723404255,37.4468085106383,11.063829787234042
살,31.47699757869249,23.244552058111378,4.842615012106537,22.760290556900724,17.67554479418886
관광,17.460317460317462,57.14285714285714,0.0,19.047619047619047,6.349206349206349
두껍다,100.0,0.0,0.0,0.0,0.0
치유,28.493150684931507,29.589041095890416,0.0,15.890410958904107,26.027397260273972
자갈치,100.0,0.0,0.0,0.0,0.0
곰장어,100.0,0.0,0.0,0.0,0.0
카레,60.86956521739131,39.130434782608695,0.0,0.0,0.0
뿌리,20.588235294117652,26.470588235294123,0.0,17.647058823529413,35.294117647058826
엔터테인먼트,55.00000000000001,44.99999999999999,0.0,0.0,0.0
기부,23.72881355932203,61.016949152542374,8.47457627118644,6.779661016949151,0.0
브런치,27.586206896551722,0.0,51.724137931034484,20.689655172413794,0.0
토브,100.0,0.0,0.0,0.0,0.0
버거,100.0,0.0,0.0,0.0,0.0
매콤,100.0,0.0,0.0,0.0,0.0
양념,100.0,0.0,0.0,0.0,0.0
정암,100.0,0.0,0.0,0.0,0.0
홍어삼합,100.0,0.0,0.0,0.0,0.0
햄버거,77.77777777777779,0.0,0.0,0.0,22.222222222222225
사람,17.986686591495722,21.27428338540959,21.68183670696916,19.562559434859395,19.494633881266136
럭셔리,25.000000000000007,0.0,0.0,75.0,0.0
빵,41.95804195804197,12.587412587412588,10.489510489510492,20.27972027972028,14.685314685314685
복지,59.11949685534591,0.0,0.0,15.094339622641506,25.78616352201258
고대,8.695652173913045,0.0,65.21739130434783,0.0,26.08695652173913
오리,35.668789808917204,0.0,19.10828025477707,29.299363057324847,15.923566878980894
주물,100.0,0.0,0.0,0.0,0.0
럭,20.0,0.0,0.0,0.0,80.0
고등어,100.0,0.0,0.0,0.0,0.0
고려대,3.773584905660378,0.0,84.90566037735849,11.320754716981133,0.0
꼬마,100.0,0.0,0.0,0.0,0.0
김밥,30.4635761589404,35.76158940397351,0.0,0.0,33.77483443708609
뻔,12.698412698412698,0.0,47.61904761904761,12.698412698412698,26.984126984126988
저녁,43.68600682593857,28.668941979522188,3.4129692832764507,13.42434584755404,10.80773606370876
갈비,70.58823529411764,0.0,0.0,17.64705882352941,11.764705882352942
김봉남,100.0,0.0,0.0,0.0,0.0
생선,64.70588235294117,0.0,0.0,35.29411764705882,0.0
까스,100.0,0.0,0.0,0.0,0.0
모듬,100.0,0.0,0.0,0.0,0.0
합정,60.86956521739131,0.0,0.0,0.0,39.130434782608695
촤르륵,100.0,0.0,0.0,0.0,0.0
동네,43.56435643564357,17.82178217821782,0.0,17.82178217821782,20.792079207920793
청담,19.148936170212767,19.148936170212767,0.0,61.702127659574465,0.0
떡볶이,35.602094240837694,0.0,0.0,55.497382198952884,8.900523560209425
낙지,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333
젓,100.0,0.0,0.0,0.0,0.0
딱딱해,100.0,0.0,0.0,0.0,0.0
딱좋음,100.0,0.0,0.0,0.0,0.0
팝콘,47.05882352941176,0.0,0.0,0.0,52.941176470588225
남자,14.285714285714285,15.384615384615385,42.246642246642246,10.012210012210012,18.07081807081807
식,14.173228346456689,14.173228346456689,23.622047244094485,28.346456692913378,19.685039370078737
철,42.10526315789473,0.0,0.0,47.36842105263157,10.526315789473683
데,44.24778761061946,23.008849557522122,4.424778761061946,11.504424778761061,16.814159292035395
일,21.527917758516427,23.946784922394677,15.803265470671235,16.287038903446884,22.43499294497077
노예,7.142857142857144,16.07142857142857,26.785714285714285,0.0,50.0
숯불,60.86956521739131,0.0,0.0,0.0,39.130434782608695
소금,17.72151898734177,22.784810126582276,37.974683544303794,0.0,21.51898734177215
구이,100.0,0.0,0.0,0.0,0.0
방어,6.521739130434782,0.0,65.21739130434783,0.0,28.26086956521739
회,17.87101787101787,26.573426573426573,25.796425796425794,13.675213675213675,16.083916083916083
미팅,29.090909090909093,16.363636363636363,27.272727272727277,10.909090909090908,16.363636363636363
해물탕,100.0,0.0,0.0,0.0,0.0
역쉬,100.0,0.0,0.0,0.0,0.0
물탕,100.0,0.0,0.0,0.0,0.0
사시미,100.0,0.0,0.0,0.0,0.0
몬나,100.0,0.0,0.0,0.0,0.0
낮술,37.5,37.5,0.0,25.0,0.0
점심,43.47826086956522,17.01323251417769,0.0,13.23251417769376,26.27599243856332
배,25.650557620817843,33.45724907063197,5.5762081784386615,13.011152416356877,22.304832713754646
믹스,100.0,0.0,0.0,0.0,0.0
나인,58.53658536585367,0.0,0.0,0.0,41.46341463414635
맛있음,47.82608695652174,0.0,0.0,52.17391304347826,0.0
먹음,26.190476190476193,42.85714285714286,0.0,0.0,30.952380952380953
서초,16.666666666666664,50.0,0.0,33.33333333333333,0.0
코스프레,25.000000000000007,32.142857142857146,0.0,42.85714285714286,0.0
남도,31.57894736842105,47.368421052631575,0.0,0.0,21.05263157894737
포차,64.0,0.0,0.0,0.0,36.0
논현,47.05882352941176,52.941176470588225,0.0,0.0,0.0
혼합,100.0,0.0,0.0,0.0,0.0
아홉,64.70588235294117,0.0,0.0,35.29411764705882,0.0
겨울,39.71119133574007,29.24187725631769,0.0,23.104693140794225,7.9422382671480145
밥,40.27303754266212,24.573378839590443,0.0,16.040955631399317,19.112627986348123
먹기,69.6969696969697,0.0,0.0,18.18181818181818,12.121212121212121
도쿄,42.30769230769231,0.0,38.46153846153847,7.692307692307692,11.538461538461538
도자기,53.84615384615385,0.0,0.0,46.15384615384615,0.0
치킨,36.983842010772,32.31597845601436,10.771992818671455,10.412926391382406,9.515260323159785
크레페,100.0,0.0,0.0,0.0,0.0
카페,52.91113381001021,25.740551583248212,6.128702757916241,8.375893769152198,6.8437180796731365
감사,27.899561578318057,62.41530490235153,1.1956954962136308,5.579912315663611,2.9095257074531684
오늘,34.55624904856142,25.757345105799967,5.054041711067133,19.607246156188154,15.025117978383316
핑크,58.37320574162679,17.22488038277512,14.354066985645932,5.741626794258372,4.30622009569378
솔로,24.57002457002457,22.11302211302211,0.0,43.24324324324324,10.073710073710075
데뷔,56.57894736842105,35.526315789473685,0.0,7.894736842105263,0.0
푸드,53.76344086021505,19.354838709677416,0.0,0.0,26.881720430107524
월일,35.04424778761063,22.300884955752213,15.929203539823009,16.637168141592923,10.08849557522124
음,24.489795918367346,29.387755102040813,6.122448979591836,19.183673469387756,20.816326530612244
치카,100.0,0.0,0.0,0.0,0.0
어제,34.95370370370371,10.416666666666668,6.944444444444445,20.370370370370374,27.31481481481482
귀여운,32.463768115942024,20.869565217391305,8.695652173913043,30.724637681159418,7.246376811594201
버블티,100.0,0.0,0.0,0.0,0.0
시부야,40.0,60.0,0.0,0.0,0.0
가가와현,100.0,0.0,0.0,0.0,0.0
럽,53.94736842105263,15.789473684210526,6.578947368421052,17.982456140350877,5.701754385964912
인스타그램,57.29442970822281,19.098143236074268,0.0,15.649867374005302,7.957559681697612
가을,42.7734375,43.9453125,0.0,11.523437500000002,1.7578125
커피점,100.0,0.0,0.0,0.0,0.0
수고,43.222003929273086,28.290766208251473,5.893909626719057,20.825147347740668,1.768172888015717
돼지고기,41.1764705882353,0.0,0.0,35.29411764705882,23.529411764705884
바다,42.176870748299315,14.693877551020407,0.0,39.72789115646258,3.401360544217687
노란,18.181818181818183,0.0,0.0,61.038961038961034,20.77922077922078
맛스타,72.42524916943522,17.940199335548172,0.0,3.9867109634551494,5.647840531561462
스낵,100.0,0.0,0.0,0.0,0.0
요시노야,100.0,0.0,0.0,0.0,0.0
메리크리스마스,79.16666666666667,12.5,0.0,8.333333333333332,0.0
리락쿠마,100.0,0.0,0.0,0.0,0.0
비,18.22817080943276,11.472275334608032,7.648183556405355,36.58381134480561,26.067558954748254
오다이바,100.0,0.0,0.0,0.0,0.0
즐거운,53.97727272727273,38.352272727272734,0.0,6.53409090909091,1.1363636363636365
라이브,41.409691629955944,15.859030837004404,0.0,20.26431718061674,22.46696035242291
치바,25.000000000000007,0.0,0.0,75.0,0.0
디즈니,27.722772277227726,17.82178217821782,0.0,45.54455445544555,8.91089108910891
야경,41.726618705035975,25.899280575539574,0.0,25.899280575539574,6.474820143884894
부적,100.0,0.0,0.0,0.0,0.0
신칸센,100.0,0.0,0.0,0.0,0.0
초코바나나,18.181818181818183,0.0,0.0,0.0,81.81818181818181
축하,47.855811062771906,46.98570540708514,0.0,3.6047234307022986,1.5537600994406462
치즈케이크,57.14285714285714,0.0,0.0,0.0,42.85714285714286
좋아,45.50050556117291,36.400404448938325,0.0,12.942366026289184,5.156723963599596
오사카,28.26086956521739,9.782608695652174,32.608695652173914,19.565217391304348,9.782608695652174
크리스마스트리,100.0,0.0,0.0,0.0,0.0
치,38.7434554973822,0.0,31.413612565445025,6.282722513089005,23.56020942408377
즐거웠어,100.0,0.0,0.0,0.0,0.0
굿모닝,39.53488372093024,48.837209302325576,11.627906976744185,0.0,0.0
칸,63.63636363636363,0.0,0.0,0.0,36.36363636363637
형문,100.0,0.0,0.0,0.0,0.0
추억,44.630872483221474,16.610738255033556,0.0,37.24832214765101,1.5100671140939597
아이스커피,52.63157894736842,0.0,0.0,0.0,47.368421052631575
곤,16.393442622950822,0.0,49.180327868852466,19.672131147540984,14.754098360655737
즐거웠,100.0,0.0,0.0,0.0,0.0
야마,16.666666666666668,0.0,0.0,50.0,33.333333333333336
최고,41.82895850973751,35.05503810330229,2.5402201524132093,9.991532599491956,10.584250635055039
만,35.3870458135861,22.748815165876778,4.739336492890995,14.849921011058454,22.27488151658768
고마워요,60.7773851590106,34.98233215547704,0.0,4.240282685512367,0.0
초콜릿,31.472081218274113,45.68527918781726,0.0,18.274111675126903,4.568527918781726
